,datasetKey,decimalLatitude,decimalLongitude,scientificName,taxonKey,TEMP,ZONE
Unnamed 10280,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.534462,-105.668459,"Anas crecca Linnaeus, 1758",8214667,-15,5b
Unnamed 10281,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.534712,-105.668366,"Mareca americana (Gmelin, 1789)",2498155,-15,5b
Unnamed 10282,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.534669,-105.668373,"Aythya collaris (Donovan, 1809)",2498264,-15,5b
Unnamed 10283,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.269629,-105.787266,"Buteo jamaicensis (Gmelin, 1788)",2480542,-5,6b
Unnamed 10284,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.272046,-105.78833,"Bucephala clangula (Linnaeus, 1758)",2498326,-10,6a
Unnamed 10285,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.271945,-105.788304,"Bucephala clangula (Linnaeus, 1758)",2498326,-10,6a
Unnamed 10286,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.271737,-105.788128,"Anas platyrhynchos Linnaeus, 1758",9761484,-5,6b
Unnamed 10287,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.271577,-105.787849,"Zenaida asiatica (Linnaeus, 1758)",2495370,-5,6b
Unnamed 10288,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.316769,-105.76092,"Aythya collaris (Donovan, 1809)",2498264,-10,6a
Unnamed 10289,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.326654,-105.749376,"Mareca americana (Gmelin, 1789)",2498155,-10,6a
Unnamed 10290,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.331505,-105.74493,"Anas platyrhynchos Linnaeus, 1758",9761484,-10,6a
Unnamed 10291,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.33143,-105.745317,"Branta canadensis (Linnaeus, 1758)",5232437,-10,6a
Unnamed 10292,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.344119,-105.720935,"Buteo jamaicensis (Gmelin, 1788)",2480542,-10,6a
Unnamed 10293,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.334765,-105.735011,"Bucephala clangula (Linnaeus, 1758)",2498326,-10,6a
Unnamed 10294,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.12492,-80.158219,Lygodium microphyllum (Cav.) R.Br.,2650435,30,10a
Unnamed 10295,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.635285,-83.438378,Betula alleghaniensis Britton,5331779,-5,6b
Unnamed 10296,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.376689,-118.468125,"Omphalotus olivascens H.E.Bigelow, O.K.Mill. & Thiers",3321446,25,9b
Unnamed 10297,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.696053,-96.704518,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,10,8a
Unnamed 10298,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.124953,-80.158158,Urena lobata L.,3152253,30,10a
Unnamed 10299,50c9509d-22c7-4a22-a47d-8c48425ef4a7,43.072972,-78.92208,"Sitta carolinensis Latham, 1790",2484892,-10,6a
Unnamed 10300,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.66473,-73.966793,"Melanerpes carolinus (Linnaeus, 1758)",2478106,5,7b
Unnamed 10301,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.178222,-74.824895,Malaclemys terrapin terrapin,9807920,0,7a
Unnamed 10302,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.125381,-80.158492,"Telmatoblechnum serrulatum (Rich.) Perrie, D.J.Ohlsen & Brownsey",7633685,30,10a
Unnamed 10303,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.090333,-83.93615,"Hyla cinerea (Schneider, 1799)",2427574,15,8b
Unnamed 10304,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.125286,-80.159247,Hypericum tetrapetalum Lam.,3189532,30,10a
Unnamed 10305,50c9509d-22c7-4a22-a47d-8c48425ef4a7,30.017463,-83.809021,"Pantherophis alleghaniensis (Holbrook, 1836)",7453543,15,8b
Unnamed 10306,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.072375,-74.913063,"Callinectes sapidus Rathbun, 1896",2225646,5,7b
Unnamed 10307,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.639319,-83.438241,Asplenium montanum Willd.,2650651,-5,6b
Unnamed 10308,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.125267,-80.159325,Commelina diffusa Burm.f.,2764202,30,10a
Unnamed 10309,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.074567,-74.911833,"Busycotypus canaliculatus (Linnaeus, 1758)",2302958,5,7b
Unnamed 10310,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.074695,-74.911637,"Crassostrea virginica (Gmelin, 1791)",2286079,5,7b
Unnamed 10311,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.630597,-70.420295,Panellus stipticus (Bull.) P.Karst.,9118025,0,7a
Unnamed 10312,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.053733,-94.181617,"Zenaida macroura (Linnaeus, 1758)",2495347,-5,6b
Unnamed 10313,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.12527,-80.159325,Spermacoce verticillata L.,2918574,30,10a
Unnamed 10314,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.12527,-80.159272,Crotalaria pallida var. obovata (G.Don) Polhill,2942716,30,10a
Unnamed 10315,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.939087,-87.809586,Polystichum acrostichoides (Michx.) Schott,2651098,5,7b
Unnamed 10316,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.125367,-80.160164,Lyonia lucida (Lam.) C.Koch,7491763,30,10a
Unnamed 10317,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.124617,-80.164405,Dalea feayi (Chapm.) Barneby,5353402,30,10a
Unnamed 10318,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.848137,-117.037514,"Bothriocyrtum californicum (O.Pickard-Cambridge, 1874)",2163805,30,10a
Unnamed 10319,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.139324,-87.780407,Trametes versicolor (L.) Lloyd,2548311,-15,5b
Unnamed 10320,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.125928,-80.166763,Fimbristylis cymosa R.Br.,2709108,30,10a
Unnamed 10321,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.372138,-112.373153,Echinocereus engelmannii subsp. engelmannii,7283894,25,9b
Unnamed 10322,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.095257,-82.293297,Woodwardia virginica (L.) Sm.,5275358,25,9b
Unnamed 10323,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.27508,-84.26738,Phyllotopsis nidulans (Pers.) Singer,2531625,-10,6a
Unnamed 10324,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.808205,-122.473117,Baccharis pilularis DC.,3129497,35,10b
Unnamed 10325,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.386533,-117.248494,"Accipiter cooperii (Bonaparte, 1828)",2480621,35,10b
Unnamed 10326,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.6597,-117.998803,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",8323485,35,10b
Unnamed 10327,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.79257,-118.019276,"Bubo scandiacus (Linnaeus, 1758)",5959143,35,10b
Unnamed 10328,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.368564,-78.27404,"Araneus marmoreus Clerck, 1757",2159970,0,7a
Unnamed 10329,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.125933,-80.166808,Polygonella robusta (Small) G.L.Nesom & V.M.Bates,5334503,30,10a
Unnamed 10330,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.807101,-122.472698,Lupinus arboreus Sims,2963807,35,10b
Unnamed 10331,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.426345,-122.298492,"Omphalotus olivascens H.E.Bigelow, O.K.Mill. & Thiers",3321446,30,10a
Unnamed 10332,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.281057,-120.871897,Frangula californica (Eschsch.) A.Gray,3039459,25,9b
Unnamed 10333,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.562975,-81.437555,Ilex opaca Sol. ex Aiton,5414248,-10,6a
Unnamed 10334,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.823361,-80.25594,"Caranx bartholomaei Cuvier, 1833",2390959,35,10b
Unnamed 10335,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.039025,-118.666017,"Emerita analoga (Stimpson, 1857)",2225698,35,10b
Unnamed 10336,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.12595,-80.166755,Trichostema suffrutescens Kearney,2926653,30,10a
Unnamed 10337,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.6597,-117.998803,"Haemorhous mexicanus (P.L.Statius Müller, 1776)",8323485,35,10b
Unnamed 10338,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.126839,-80.167358,Quercus geminata Small,2878250,30,10a
Unnamed 10339,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.513687,-80.075492,"Agama picticauda (Peters, 1877)",5226316,35,10b
Unnamed 10340,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.280905,-120.872505,Castilleja affinis var. affinis,7984480,25,9b
Unnamed 10341,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.126842,-80.167358,Ceratiola ericoides Michx.,2888365,30,10a
Unnamed 10342,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.651938,-77.736503,"Blatta orientalis Linnaeus, 1758",5151589,0,7a
Unnamed 10343,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.792605,-82.400863,Tillandsia recurvata (L.) L.,2695588,30,10a
Unnamed 10344,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.517141,-79.174746,"Spizella passerina (Bechstein, 1798)",2492109,15,8b
Unnamed 10345,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.532732,-122.366147,Lactarius alnicola A.H.Sm.,7240078,30,10a
Unnamed 10346,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.058324,-82.371379,Eryngium baldwinii Spreng.,3034424,25,9b
Unnamed 10347,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.460383,-86.802299,"Spinus tristis (Linnaeus, 1758)",5231640,10,8a
Unnamed 10348,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.988246,-116.491071,Peucephyllum schottii A.Gray,3151869,20,9a
Unnamed 10349,50c9509d-22c7-4a22-a47d-8c48425ef4a7,45.819938,-122.723137,"Castor canadensis Kuhl, 1820",2439838,15,8b
Unnamed 10350,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.238716,-77.279429,"Catharus guttatus (Pallas, 1811)",2490810,0,7a
Unnamed 10351,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.238716,-77.279429,"Setophaga coronata (Linnaeus, 1766)",7341805,0,7a
Unnamed 10352,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.238716,-77.279429,"Mimus polyglottos (Linnaeus, 1758)",5231677,0,7a
Unnamed 10353,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.238716,-77.279429,"Sitta canadensis Linnaeus, 1766",2484879,0,7a
Unnamed 10354,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.238716,-77.279429,"Sphyrapicus varius (Linnaeus, 1766)",2478605,0,7a
Unnamed 10355,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.238716,-77.279429,"Megaceryle alcyon (Linnaeus, 1758)",2475472,0,7a
Unnamed 10356,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.859718,-118.342819,"Cardiocondyla mauritanica Forel, 1890",1317123,35,10b
Unnamed 10357,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.136554,-82.280707,Ilex glabra (L.) A.Gray,5414266,25,9b
Unnamed 10358,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.460329,-86.802589,"Melanerpes erythrocephalus (Linnaeus, 1758)",2478130,10,8a
Unnamed 10359,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.986397,-116.492287,Petalonyx thurberi A.Gray,2874840,20,9a
Unnamed 10360,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.133597,-80.173028,Cassytha filiformis L.,3033999,30,10a
Unnamed 10361,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.079762,-118.819707,Eriogonum fasciculatum Benth.,2889433,35,10b
Unnamed 10362,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.85968,-118.342817,"Armadillidium vulgare (Latreille, 1804)",2203611,35,10b
Unnamed 10363,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.134847,-80.177313,Polygonella robusta (Small) G.L.Nesom & V.M.Bates,5334503,30,10a
Unnamed 10364,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.212375,-118.645088,"Buteo jamaicensis (Gmelin, 1788)",2480542,25,9b
Unnamed 10365,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.133567,-80.173247,Chrysopsis delaneyi Wunderlin & Semple,5385909,30,10a
Unnamed 10366,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.755058,-79.918188,"Leptogorgia virgulata (Lamarck, 1815)",2264117,20,9a
Unnamed 10367,50c9509d-22c7-4a22-a47d-8c48425ef4a7,37.408359,-79.131494,"Boisea trivittata (Say, 1825)",2050244,0,7a
Unnamed 10368,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.13362,-80.173195,Lechea deckertii Small,5331130,30,10a
Unnamed 10369,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.130366,-97.940861,"Hydroprogne caspia (Pallas, 1770)",2481236,25,9b
Unnamed 10370,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.116389,-116.456788,Aristida purpurea Nutt.,2706261,20,9a
Unnamed 10371,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.133611,-80.173187,Chamaecrista fasciculata (Michx.) Greene,2949728,30,10a
Unnamed 10372,50c9509d-22c7-4a22-a47d-8c48425ef4a7,29.149543,-97.150533,"Apis mellifera Linnaeus, 1758",1341976,20,9a
Unnamed 10373,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.686425,-74.113844,"Bucephala albeola (Linnaeus, 1758)",2498329,0,7a
Unnamed 10374,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.460329,-86.802589,"Agelaius phoeniceus (Linnaeus, 1766)",9409198,10,8a
Unnamed 10375,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.826572,-84.371191,"Usnea Dill. ex Adans., 1763",2605982,10,8a
Unnamed 10376,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.631688,-80.232464,"Spatula discors (Linnaeus, 1766)",9422220,30,10a
Unnamed 10377,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.631688,-80.232464,"Spatula discors (Linnaeus, 1766)",9422220,30,10a
Unnamed 10378,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.630797,-121.546238,"Sayornis nigricans (Swainson, 1827)",2483612,25,9b
Unnamed 10379,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.673713,-121.517328,"Zonotrichia leucophrys (J.R.Forster, 1772)",5231132,25,9b
Unnamed 10380,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.673476,-121.517162,"Aphelocoma californica (Vigors, 1839)",2482414,25,9b
Unnamed 10381,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.674145,-121.526654,"Zonotrichia leucophrys (J.R.Forster, 1772)",5231132,25,9b
Unnamed 10382,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.674051,-121.527171,"Corvus brachyrhynchos C.L.Brehm, 1822",2482507,25,9b
Unnamed 10383,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.673848,-121.526386,"Sayornis nigricans (Swainson, 1827)",2483612,25,9b
Unnamed 10384,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.673986,-121.526138,"Aphelocoma californica (Vigors, 1839)",2482414,25,9b
Unnamed 10385,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.460329,-86.802589,"Sialia sialis (Linnaeus, 1758)",2490941,10,8a
Unnamed 10386,50c9509d-22c7-4a22-a47d-8c48425ef4a7,36.971212,-121.91095,"Branta hutchinsii (Richardson, 1832)",5232452,25,9b
Unnamed 10387,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.160956,-82.362536,Pteridium Gled. ex Scop.,5275011,25,9b
Unnamed 10388,50c9509d-22c7-4a22-a47d-8c48425ef4a7,46.576756,-90.877224,Acer negundo L.,3189866,-25,4b
Unnamed 10389,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.705053,-74.045014,"Sitta carolinensis Latham, 1790",2484892,5,7b
Unnamed 10390,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.955974,-89.65653,Alnus serrulata (Aiton) Willd.,2876528,10,8a
Unnamed 10391,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.78461,-73.965506,"Oxyura jamaicensis (Gmelin, 1789)",2498305,5,7b
Unnamed 10392,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.784292,-73.96512,"Fulica americana Gmelin, 1789",2474393,5,7b
Unnamed 10393,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.78513,-73.96669,"Oxyura jamaicensis (Gmelin, 1789)",2498305,5,7b
Unnamed 10394,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.785145,-73.966682,"Oxyura jamaicensis (Gmelin, 1789)",2498305,5,7b
Unnamed 10395,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.78421,-73.965272,"Bucephala albeola (Linnaeus, 1758)",2498329,5,7b
Unnamed 10396,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.78421,-73.965272,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,5,7b
Unnamed 10397,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.78421,-73.965272,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,5,7b
Unnamed 10398,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.782325,-73.961902,"Bucephala albeola (Linnaeus, 1758)",2498329,5,7b
Unnamed 10399,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.783506,-73.965532,"Aegolius acadicus (J.F.Gmelin, 1788)",5232207,5,7b
Unnamed 10400,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.783048,-73.96033,"Fulica americana Gmelin, 1789",2474393,5,7b
Unnamed 10401,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.785023,-73.966537,"Bucephala albeola (Linnaeus, 1758)",2498329,5,7b
Unnamed 10402,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.785023,-73.966537,"Fulica americana Gmelin, 1789",2474393,5,7b
Unnamed 10403,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.785023,-73.966537,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,5,7b
Unnamed 10404,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.784793,-73.96637,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,5,7b
Unnamed 10405,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.784793,-73.96637,"Larus marinus Linnaeus, 1758",2481172,5,7b
Unnamed 10406,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.784793,-73.96637,"Larus marinus Linnaeus, 1758",2481172,5,7b
Unnamed 10407,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.784187,-73.965118,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,5,7b
Unnamed 10408,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.783438,-73.960206,"Bucephala albeola (Linnaeus, 1758)",2498329,5,7b
Unnamed 10409,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.784187,-73.965118,"Lophodytes cucullatus (Linnaeus, 1758)",2498408,5,7b
Unnamed 10410,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.784575,-73.959071,"Aix sponsa (Linnaeus, 1758)",2498387,5,7b
Unnamed 10411,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.785615,-73.962023,"Branta canadensis (Linnaeus, 1758)",5232437,5,7b
Unnamed 10412,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.460329,-86.802589,"Turdus migratorius Linnaeus, 1766",9510564,10,8a
Unnamed 10413,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.785223,-73.958847,"Podilymbus podiceps (Linnaeus, 1758)",2482077,5,7b
Unnamed 10414,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.787915,-73.958035,"Bucephala albeola (Linnaeus, 1758)",2498329,5,7b
Unnamed 10415,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.794734,-73.960124,"Aythya americana (Eyton, 1838)",2498263,5,7b
Unnamed 10416,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28.129607,-82.304401,Lyonia lucida (Lam.) C.Koch,7491763,25,9b
Unnamed 10417,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.338633,-73.484863,Polystichum acrostichoides (Michx.) Schott,2651098,-5,6b
Unnamed 10418,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.051058,-116.569117,"Toxostoma redivivum (Gambel, 1845)",5231713,20,9a
Unnamed 10419,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.330508,-111.712344,Flammulina velutipes (Curtis) Singer,3341441,0,7a
Unnamed 10420,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.628501,-97.542863,Taraxacum officinale Weber ex Wiggins,5394163,10,8a
97,50c9509d-22c7-4a22-a47d-8c48425ef4a7,31.955948,-89.655734,Lonicera japonica Thunb.,5334240,10,8a
Unnamed 10421,50c9509d-22c7-4a22-a47d-8c48425ef4a7,25.899948,-80.156469,"Eudocimus albus (Linnaeus, 1758)",5229205,35,10b
Unnamed 10422,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.736512,-88.049547,"Sciurus niger Linnaeus, 1758",5219683,-15,5b
Unnamed 10423,50c9509d-22c7-4a22-a47d-8c48425ef4a7,32.839608,-116.706544,"Baeolophus inornatus (Gambel, 1845)",2487905,25,9b
Unnamed 10424,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.815008,-88.065831,"Corvus brachyrhynchos C.L.Brehm, 1822",2482507,-15,5b
Unnamed 10425,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.815313,-88.066266,"Melanerpes carolinus (Linnaeus, 1758)",2478106,-15,5b
Unnamed 10426,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.81605,-88.071731,"Accipiter cooperii (Bonaparte, 1828)",2480621,-15,5b
Unnamed 10427,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.814627,-88.071373,"Fomitopsis betulina (Bull.) B.K.Cui, M.L.Han & Y.C.Dai",9819973,-15,5b
Unnamed 10428,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.817442,-88.068283,"Cardinalis cardinalis (Linnaeus, 1758)",2490384,-15,5b
Unnamed 10429,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.817114,-88.069656,"Cyanocitta cristata (Linnaeus, 1758)",2482593,-15,5b
Unnamed 10430,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.736476,-88.049536,"Dryobates pubescens (Linnaeus, 1766)",9149595,-15,5b
Unnamed 10431,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.736532,-88.049525,"Sitta carolinensis Latham, 1790",2484892,-15,5b
Unnamed 10432,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.736572,-88.049579,"Junco hyemalis (Linnaeus, 1758)",9362842,-15,5b
Unnamed 10433,50c9509d-22c7-4a22-a47d-8c48425ef4a7,41.736548,-88.049525,"Sitta canadensis Linnaeus, 1766",2484879,-15,5b
Unnamed 10434,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.578009,-121.458838,"Thryomanes bewickii (Audubon, 1827)",2493843,25,9b
Unnamed 10435,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.578009,-121.458838,"Turdus migratorius Linnaeus, 1766",9510564,25,9b
Unnamed 10436,50c9509d-22c7-4a22-a47d-8c48425ef4a7,38.981782,-77.039395,Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton,2870117,0,7a
Unnamed 10437,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.505337,-117.743649,Stellaria media (L.) Vill.,5384604,35,10b
Unnamed 10438,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.051241,-116.569028,"Setophaga coronata (Linnaeus, 1766)",7341805,20,9a
Unnamed 10439,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.99915,-80.1548,Calopogon barbatus (Walter) Ames,2842633,30,10a
Unnamed 10440,50c9509d-22c7-4a22-a47d-8c48425ef4a7,26.999436,-80.154769,Pinguicula caerulea Walter,5415061,30,10a
Unnamed 10441,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.003836,-80.153825,Calopogon pallidus Chapm.,2842627,30,10a
Unnamed 10442,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.018414,-80.110511,Metopium toxiferum (L.) Krug & Urb.,3190602,30,10a
Unnamed 10443,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.007133,-80.135483,Utricularia inflata Walter,3172442,30,10a
Unnamed 10444,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.43036,-79.182829,Trachemys scripta scripta,7062200,15,8b
Unnamed 10445,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.443733,-79.104606,"Buteo jamaicensis (Gmelin, 1788)",2480542,15,8b
Unnamed 10446,50c9509d-22c7-4a22-a47d-8c48425ef4a7,39.384798,-87.356194,"Sciurus niger Linnaeus, 1758",5219683,-10,6a
Unnamed 10447,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.614824,-83.193847,"Baeolophus bicolor (Linnaeus, 1766)",2487887,-10,6a
Unnamed 10448,50c9509d-22c7-4a22-a47d-8c48425ef4a7,47.601683,-122.339225,"Megaceryle alcyon (Linnaeus, 1758)",2475472,15,8b
Unnamed 10449,50c9509d-22c7-4a22-a47d-8c48425ef4a7,27.795629,-82.246299,"Deirochelys reticularia (Latreille, 1801)",2443154,25,9b
Unnamed 10450,50c9509d-22c7-4a22-a47d-8c48425ef4a7,46.742661,-116.985759,"Dryobates pubescens (Linnaeus, 1766)",9149595,-10,6a
Unnamed 10451,50c9509d-22c7-4a22-a47d-8c48425ef4a7,40.663612,-73.966774,"Baeolophus bicolor (Linnaeus, 1766)",2487887,5,7b
Unnamed 10452,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.773358,-86.212508,"Larus argentatus Pontoppidan, 1763",2481139,-5,6b
Unnamed 10453,50c9509d-22c7-4a22-a47d-8c48425ef4a7,34.050391,-116.569977,"Myadestes townsendi (Audubon, 1838)",2490849,25,9b
Unnamed 10454,50c9509d-22c7-4a22-a47d-8c48425ef4a7,33.460329,-86.802589,"Regulus calendula (Linnaeus, 1766)",2484597,10,8a
Unnamed 10455,50c9509d-22c7-4a22-a47d-8c48425ef4a7,42.382615,-71.156517,Lachnum virgineum (Batsch) P.Karst.,2586103,-5,6b
Unnamed 10456,50c9509d-22c7-4a22-a47d-8c48425ef4a7,35.469795,-120.700252,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & Wollenw.",5275443,20,9a
